area;nr_of_rooms;tier;parking;year_of_construction;district_id;price
42.000000;2;3;0;2001;10;249000.000000
49.000000;2;0;0;1980;11;295000.000000
54.000000;2;0;0;1980;11;328000.000000
86.000000;5;0;0;2007;14;370000.000000
59.750000;3;5;0;2007;14;340000.000000
46.000000;2;1;0;2008;3;315000.000000
144.000000;4;4;1;1990;6;1450000.000000
55.000000;2;1;0;1997;1;149000.000000
59.800000;3;0;0;2003;17;399000.000000
35.000000;1;3;0;1981;9;157000.000000
54.000000;2;3;0;2001;10;285000.000000
32.600000;2;4;0;1980;6;176200.000000
57.000000;3;3;0;1980;11;410000.000000
55.000000;2;4;0;1990;6;275000.000000
64.000000;3;4;0;2007;14;330000.000000
43.000000;2;3;0;1968;11;270000.000000
132.000000;4;3;1;1937;12;1600000.000000
40.500000;1;3;0;2001;10;238950.000000
75.500000;3;3;0;2015;8;619100.000000
62.000000;3;8;0;1980;11;295000.000000
51.000000;2;3;0;1980;11;320000.000000
69.900000;3;0;0;1937;12;425000.000000
64.000000;2;4;0;2007;14;285000.000000
51.000000;2;0;0;2015;8;293000.000000
125.000000;5;3;0;2001;10;575000.000000
58.100000;3;3;0;1937;12;299000.000000
38.980000;2;1;0;2007;14;237778.000000
47.000000;2;2;0;1997;1;459000.000000
44.370000;2;0;0;2010;3;299000.000000
71.500000;2;0;0;1937;12;457000.000000
56.500000;2;0;0;2001;10;135000.000000
50.890000;2;2;0;2000;8;280000.000000
36.380000;1;2;0;2016;10;237000.000000
59.600000;3;1;0;2002;10;389000.000000
25.000000;1;1;0;1980;0;159000.000000
60.000000;3;3;0;2015;8;413655.000000
87.100000;3;1;0;2000;3;420000.000000
63.000000;3;0;0;2004;2;276000.000000
60.960000;2;3;0;1894;12;688848.000000
86.290000;4;1;0;2001;10;599000.000000
41.000000;2;0;0;1970;0;205000.000000
52.000000;2;3;0;2015;8;355000.000000
112.990000;3;7;0;2015;7;621445.000000
51.000000;2;2;0;2015;8;129000.000000
37.000000;2;3;1;2015;8;390000.000000
50.000000;2;3;0;2008;3;285000.000000
52.000000;3;3;0;1980;11;330000.000000
50.000000;2;3;1;2015;8;564000.000000
58.000000;3;2;1;1970;0;315000.000000
62.650000;2;4;0;2015;8;285000.000000
37.000000;2;2;0;2004;2;200000.000000
31.500000;1;1;0;1980;11;190000.000000
51.000000;2;3;0;2015;4;375108.000000
52.230000;3;1;0;2015;8;330000.000000
40.000000;2;0;0;1968;10;284000.000000
49.000000;2;3;0;2001;10;269000.000000
44.850000;2;3;0;2016;4;300495.000000
46.440000;2;1;0;2017;8;382898.000000
76.990000;3;4;0;1937;12;885385.000000
79.800000;4;4;0;2015;4;662340.000000
64.000000;3;8;0;2003;17;385000.000000
75.600000;3;1;0;1997;8;348000.000000
40.000000;2;1;0;2002;15;240000.000000
74.000000;3;4;0;2007;14;435000.000000
69.600000;2;3;0;2010;5;522000.000000
40.000000;2;0;0;2008;13;230000.000000
120.000000;5;3;1;1980;11;640000.000000
59.550000;2;1;0;1997;1;425000.000000
36.420000;2;1;0;1990;6;197396.000000
43.600000;2;2;0;1960;7;238000.000000
32.600000;1;0;0;2009;10;218000.000000
42.550000;2;1;0;2016;14;229770.000000
49.700000;2;0;0;2015;8;290000.000000
82.000000;4;0;0;2001;10;499000.000000
40.000000;2;1;0;2008;3;285000.000000
40.650000;2;3;0;2015;3;228033.000000
47.000000;3;0;0;1970;0;230000.000000
71.840000;3;3;0;1997;11;379000.000000
45.000000;2;3;0;2015;8;265000.000000
39.500000;2;2;0;2001;10;279000.000000
44.000000;2;3;0;1974;0;238000.000000
65.000000;2;2;0;2010;5;559000.000000
50.000000;2;4;1;1981;9;0.000000
35.000000;2;0;0;1937;12;239000.000000
41.000000;2;1;0;2008;3;325000.000000
44.630000;2;1;0;2016;14;238771.000000
94.000000;4;5;0;2007;14;339000.000000
45.300000;2;0;0;1960;8;265000.000000
54.000000;2;3;0;1980;11;399000.000000
100.000000;3;3;0;2010;5;650000.000000
56.000000;2;6;0;1980;11;364000.000000
60.000000;3;1;0;2008;3;435000.000000
55.000000;2;0;0;2007;14;279000.000000
97.690000;4;0;0;2015;12;799000.000000
89.000000;3;3;0;1998;8;519000.000000
48.000000;2;1;0;2001;10;395000.000000
49.000000;3;2;0;1990;6;330000.000000
43.000000;2;1;0;2008;3;295000.000000
87.000000;4;2;0;1981;9;549000.000000
62.000000;2;2;0;1997;1;450000.000000
98.000000;4;0;0;1930;12;560000.000000
46.000000;2;3;0;1950;7;225000.000000
53.000000;2;3;0;2008;3;460000.000000
48.000000;2;4;0;1990;6;315000.000000
55.700000;2;2;0;2001;10;367000.000000
39.970000;2;6;0;2016;3;311886.000000
52.300000;2;3;0;1937;12;449000.000000
66.000000;2;4;0;2015;4;420000.000000
25.450000;1;1;0;2007;14;140000.000000
50.000000;2;1;0;2001;10;349000.000000
60.000000;3;6;0;1980;11;340000.000000
42.000000;2;3;0;1968;10;249000.000000
32.000000;1;2;0;2008;3;200000.000000
61.000000;3;4;0;1981;9;328000.000000
37.080000;2;5;0;1980;11;298000.000000
104.000000;4;3;1;2010;5;950000.000000
46.830000;2;1;0;2015;4;337176.000000
50.000000;2;3;0;2008;3;327045.000000
52.000000;3;3;0;2015;4;370000.000000
34.000000;2;3;1;2001;10;242802.000000
70.000000;3;2;0;2008;13;349000.000000
42.000000;2;4;0;2016;8;225000.000000
58.900000;3;0;0;2003;17;347000.000000
36.000000;2;3;0;1960;7;193000.000000
53.830000;3;7;0;1981;9;368000.000000
56.000000;3;4;0;1980;9;287000.000000
58.000000;3;0;0;2002;15;313200.000000
58.160000;3;4;0;2016;9;302432.000000
62.000000;2;0;0;1950;5;419000.000000
39.000000;2;9;0;1980;3;319000.000000
47.500000;2;0;0;1970;0;265000.000000
36.200000;2;0;0;1967;10;197800.000000
51.000000;2;1;0;1980;11;319000.000000
50.000000;2;3;0;2003;17;199000.000000
44.100000;3;2;0;2000;13;99000.000000
30.000000;1;4;0;1970;0;162000.000000
69.000000;3;2;0;2015;8;160000.000000
46.000000;2;4;0;2007;14;265000.000000
285000.000000;2;2;0;1997;1;285000.000000
36.000000;1;7;0;2010;5;265000.000000
128.610000;3;0;0;2015;16;836955.000000
34.410000;2;6;0;2016;8;203019.000000
37.000000;2;7;0;1980;11;225000.000000
44.000000;2;1;0;2008;3;330000.000000
50.000000;3;3;0;2008;3;368520.000000
36.800000;2;1;0;2008;3;233000.000000
69.000000;3;3;1;2015;4;485800.000000
40.000000;2;3;0;2008;3;279000.000000
57.000000;3;3;0;2008;3;317912.000000
77.000000;4;3;0;2015;8;430000.000000
47.450000;3;3;0;1990;6;259000.000000
32.000000;1;1;0;2002;2;190000.000000
98.000000;4;2;0;2010;12;1100000.000000
140.000000;6;3;1;2001;10;649000.000000
42.000000;2;1;0;1990;6;282000.000000
49.000000;3;2;0;1970;0;260000.000000
57.000000;2;3;1;2015;4;398000.000000
90.000000;3;3;1;1937;12;1200000.000000
42.100000;2;4;0;2008;3;335000.000000
76.000000;4;1;0;1981;9;325000.000000
127.000000;4;4;0;1937;12;699000.000000
65.000000;3;4;0;2007;14;380000.000000
49.300000;2;2;0;1986;14;269000.000000
49.000000;2;3;0;2002;3;249000.000000
55.000000;2;3;1;2001;10;440000.000000
68.000000;3;3;1;1980;11;410000.000000
67.000000;3;3;0;2008;3;420000.000000
44.000000;1;0;0;2009;4;390000.000000
65.400000;3;1;0;1984;2;310000.000000
53.000000;2;4;0;2001;10;285000.000000
56.900000;3;9;0;1972;0;250000.000000
38.400000;2;2;0;2008;3;319000.000000
51.000000;2;3;0;2008;3;285381.000000
55.000000;2;3;1;2008;3;545000.000000
56.100000;3;3;0;2008;3;339000.000000
68.750000;2;0;0;2017;12;543125.000000
69.000000;4;10;0;2004;2;395000.000000
23.670000;1;1;0;1960;7;158000.000000
103.000000;4;4;0;2015;16;1339000.000000
65.000000;3;4;0;1980;1;459000.000000
59.600000;3;0;0;2008;17;430000.000000
45.740000;3;2;0;1980;11;323000.000000
32.380000;2;0;0;2017;3;190000.000000
39.810000;2;2;0;1981;9;227000.000000
37.650000;2;5;0;2016;14;214605.000000
65.340000;3;0;0;1955;7;250000.000000
61.000000;3;4;0;2007;14;280000.000000
65.000000;3;3;0;2015;4;429000.000000
32.000000;2;2;0;1997;1;240000.000000
104.850000;4;0;0;2007;14;509571.000000
28.000000;1;1;0;1960;3;200000.000000
20.300000;1;4;0;2015;12;220000.000000
54.000000;3;3;1;2015;8;348000.000000
34.000000;1;1;0;2010;5;210000.000000
38.700000;2;2;0;1980;11;325000.000000
52.500000;2;3;0;1950;4;330000.000000
55.000000;2;3;0;2008;3;354285.000000
66.460000;3;1;0;1997;1;485000.000000
40.000000;2;5;0;2015;4;239000.000000
66.050000;3;1;0;2007;11;363000.000000
89.700000;4;3;0;1937;12;999000.000000
77.000000;3;4;0;1990;6;449000.000000
47.000000;2;0;0;2006;9;288000.000000
58.000000;3;1;0;2001;10;398000.000000
56.490000;3;8;0;1978;1;360000.000000
44.000000;2;0;0;1960;7;229000.000000
44.000000;2;2;0;1970;0;240000.000000
41.440000;2;0;0;1969;5;297000.000000
105.000000;4;3;0;2008;3;465000.000000
36.020000;2;1;0;2017;6;180100.000000
49.940000;3;0;0;2015;8;364562.000000
41.000000;2;4;0;1937;12;369000.000000
92.000000;3;3;0;2015;8;399000.000000
67.000000;3;4;0;1981;9;531140.000000
29.880000;1;3;0;2017;8;243000.000000
98.820000;4;3;0;2015;4;799000.000000
19.860000;2;2;0;2010;5;158880.000000
54.000000;2;3;0;1980;11;399000.000000
54.000000;2;3;0;1980;11;292000.000000
138.000000;5;3;0;1996;5;950000.000000
29.000000;1;4;0;1981;9;170000.000000
100.000000;4;2;0;2002;3;499000.000000
75.000000;4;2;0;1987;6;359000.000000
59.200000;3;2;0;2001;10;365000.000000
48.000000;3;1;0;1990;14;275000.000000
32.000000;1;0;0;1930;1;225000.000000
61.400000;3;2;0;2007;14;315000.000000
48.100000;2;4;0;2015;8;240500.000000
30.000000;1;2;0;1980;11;210000.000000
57.670000;3;5;0;2015;8;317185.000000
46.400000;3;4;0;1981;9;285000.000000
72.200000;3;3;0;1970;5;510000.000000
67.870000;3;3;0;2015;8;420794.000000
47.160000;2;1;0;2016;8;280602.000000
24.000000;1;2;0;2001;10;185000.000000
66.000000;3;3;0;1997;1;460000.000000
47.410000;3;6;0;1990;6;315000.000000
34.000000;2;3;0;2008;3;223713.000000
59.450000;3;9;0;1978;9;279000.000000
51.000000;2;3;0;1980;11;320000.000000
34.000000;2;3;1;2015;8;165000.000000
46.000000;2;3;0;2008;11;310000.000000
64.000000;2;3;0;2008;3;424960.000000
45.950000;3;0;0;2015;8;335435.000000
36.700000;1;0;0;1980;11;195000.000000
67.000000;2;3;0;2015;8;480000.000000
50.000000;2;4;0;2007;14;265000.000000
70.000000;3;3;1;2001;10;399000.000000
48.180000;3;3;0;2015;8;366168.000000
43.500000;2;3;0;2005;3;309000.000000
60.200000;3;4;0;1981;9;268000.000000
61.000000;3;0;0;2009;13;349000.000000
35.000000;2;3;0;1980;11;290000.000000
56.100000;4;4;0;1990;6;285000.000000
60.000000;3;3;0;2007;14;338000.000000
46.000000;2;3;0;1950;7;230000.000000
54.700000;3;2;0;2015;3;328692.000000
78.000000;3;3;1;2002;15;670000.000000
42.500000;2;11;0;1960;7;209000.000000
46.000000;2;0;0;1955;5;213900.000000
55.000000;2;3;0;2001;10;339000.000000
24.260000;1;1;0;2001;10;181974.000000
59.800000;3;0;0;2008;13;313771.000000
34.000000;2;2;0;2015;8;250000.000000
60.000000;3;2;0;2005;8;425000.000000
47.660000;2;1;0;2016;9;252598.000000
35.080000;2;5;0;2017;8;198912.000000
50.000000;2;3;0;1980;11;330000.000000
32.600000;1;2;0;2008;13;95000.000000
37.000000;1;4;0;2002;10;190000.000000
43.480000;1;0;0;1888;6;377000.000000
56.430000;3;4;0;1974;5;369000.000000
40.650000;2;1;0;2008;13;231000.000000
29.500000;1;4;0;1980;3;185000.000000
94.000000;5;3;0;1937;12;745000.000000
60.000000;3;3;0;2008;3;354660.000000
49.000000;1;1;0;1997;1;380000.000000
39.000000;2;3;0;1975;6;225000.000000
66.050000;3;1;0;2014;14;353275.000000
79.000000;4;3;0;2015;8;435000.000000
52.000000;2;4;0;2007;14;314500.000000
65.360000;3;4;0;1980;11;398696.000000
40.700000;2;1;0;2002;15;220000.000000
38.110000;2;1;0;2004;2;269000.000000
48.000000;2;3;0;1960;7;260000.000000
56.000000;3;6;0;1980;11;315000.000000
98.000000;3;0;0;1930;12;560000.000000
38.000000;2;2;0;2015;16;368000.000000
63.000000;3;3;0;2001;10;394000.000000
44.500000;2;1;0;2001;3;120000.000000
52.000000;3;4;0;1990;6;260000.000000
56.000000;3;3;1;1937;12;795000.000000
40.500000;1;3;0;2001;10;238950.000000
44.000000;2;5;0;1950;7;247000.000000
32.000000;2;2;0;1997;1;235000.000000
100.000000;4;3;0;2015;8;695000.000000
33.100000;1;0;0;1980;11;225000.000000
53.000000;2;4;0;2016;5;539000.000000
63.000000;2;4;0;2007;14;278000.000000
46.000000;2;4;1;2007;14;269500.000000
240.000000;6;3;1;1937;12;1285000.000000
65.800000;3;1;0;2000;3;430000.000000
57.000000;2;3;0;2015;8;375000.000000
54.000000;2;3;0;2001;9;318000.000000
41.000000;2;3;0;1975;14;245000.000000
46.000000;3;0;0;2015;3;286000.000000
37.000000;2;1;0;1960;7;170000.000000
69.400000;3;1;0;2014;12;598922.000000
47.470000;2;1;0;1990;6;232603.000000
49.000000;2;3;1;2008;3;325491.000000
54.000000;3;2;0;2007;14;320000.000000
108.000000;4;2;0;2015;1;780000.000000
57.000000;2;0;0;2007;14;340000.000000
57.000000;2;1;0;2004;12;840000.000000
46.000000;2;3;0;2008;3;281852.000000
62.000000;3;4;1;2007;14;350000.000000
25.050000;1;4;0;1981;9;150000.000000
41.000000;2;4;0;2007;14;214000.000000
66.210000;3;1;0;2015;8;542922.000000
59.500000;3;9;0;1981;9;279000.000000
68.000000;4;8;0;1981;9;315000.000000
31.000000;2;2;0;2003;17;228000.000000
52.000000;2;3;0;2015;8;359000.000000
64.000000;3;3;1;1937;12;512000.000000
66.930000;3;2;0;2001;10;348400.000000
47.000000;2;2;0;1970;0;250000.000000
42.000000;2;1;0;1937;12;259000.000000
27.000000;3;3;0;1937;12;300000.000000
52.400000;2;0;0;1950;7;225000.000000
33.100000;2;0;0;1980;11;225000.000000
61.030000;2;5;0;2015;4;639350.000000
53.500000;2;10;0;2016;4;358383.000000
96.960000;5;2;0;2016;5;735500.000000
20.000000;1;9;0;1997;1;165000.000000
40.000000;2;1;0;2002;15;225000.000000
35.360000;2;1;0;2016;14;194480.000000
70.000000;3;3;0;2008;3;510000.000000
55.000000;2;3;0;2008;13;95000.000000
48.000000;3;0;0;1975;10;279999.000000
40.000000;2;4;0;1990;6;239000.000000
48.000000;2;3;0;2008;3;390000.000000
52.000000;2;3;0;2002;15;249000.000000
60.570000;2;2;0;1895;12;599000.000000
26.020000;1;2;0;2015;3;169130.000000
52.000000;2;3;1;2015;4;334425.000000
46.000000;2;3;0;2005;9;280000.000000
53.870000;2;1;0;2016;8;344768.000000
20.000000;1;4;0;1980;5;190000.000000
32.000000;2;2;0;1997;1;240000.000000
40.170000;2;3;0;1927;12;259000.000000
63.000000;4;4;0;1981;9;244094.000000
37.000000;2;4;0;2007;14;290000.000000
48.260000;3;2;0;2017;8;260604.000000
46.890000;2;2;0;1970;0;250000.000000
61.000000;3;4;0;2007;14;310000.000000
45.000000;2;10;0;1970;0;215000.000000
31.000000;2;0;0;1981;9;154969.000000
73.000000;4;3;0;2008;3;369000.000000
38.000000;2;0;0;2008;13;226500.000000
56.070000;3;3;0;2017;5;329000.000000
53.000000;3;0;0;1976;11;315000.000000
64.720000;3;1;0;2008;3;420000.000000
32.000000;3;3;1;1937;12;259000.000000
52.000000;2;3;0;2001;10;299000.000000
53.390000;3;1;0;2016;4;427120.000000
108.000000;4;3;1;1980;11;1699000.000000
34.000000;2;3;0;2008;3;249000.000000
94.000000;3;3;1;1937;12;1213761.000000
48.000000;3;4;0;1971;6;235000.000000
38.000000;2;7;0;2015;4;269000.000000
150.000000;5;3;0;1937;12;899000.000000
61.800000;3;4;0;2001;10;438000.000000
50.000000;2;0;0;1997;1;284000.000000
92.000000;3;3;0;2015;8;399000.000000
48.000000;2;3;0;2001;10;235000.000000
30.240000;1;5;0;2016;14;169344.000000
39.000000;2;2;0;1980;11;325000.000000
57.000000;2;4;0;2007;14;315000.000000
30.000000;2;4;1;1981;9;139000.000000
65.000000;3;5;0;1960;7;299000.000000
55.000000;2;3;0;2001;10;425000.000000
37.000000;2;3;0;1991;6;239000.000000
54.000000;2;4;0;1989;6;269000.000000
30.000000;2;3;0;1975;9;170000.000000
61.000000;3;0;0;1980;11;395000.000000
47.000000;2;4;1;1981;9;257688.000000
59.000000;3;3;0;2008;3;353220.000000
67.000000;3;1;0;2000;3;535000.000000
48.000000;2;2;1;1997;1;420000.000000
51.000000;2;4;0;2010;2;299000.000000
47.000000;2;2;0;2003;17;260000.000000
45.000000;3;7;0;1990;6;240000.000000
53.000000;3;3;0;1980;11;315000.000000
71.000000;3;3;1;2015;4;513000.000000
58.000000;3;3;1;2001;10;435000.000000
95.000000;4;2;0;1894;4;760000.000000
36.000000;1;0;0;1990;6;165000.000000
75.000000;3;2;0;1997;1;600000.000000
89.000000;2;3;1;2010;5;589000.000000
86.000000;3;2;0;2010;5;530000.000000
56.000000;3;3;1;2001;10;376324.000000
63.000000;3;3;0;1980;11;469000.000000
50.000000;2;1;0;1937;12;550000.000000
60.000000;3;2;1;1997;1;370000.000000
47.500000;2;3;0;1937;12;369000.000000
43.000000;2;3;0;2008;3;239000.000000
89.700000;4;4;0;2010;5;519000.000000
36.000000;2;0;0;1937;12;182000.000000
62.400000;3;4;0;1980;10;334000.000000
37.000000;2;3;0;2004;2;225000.000000
40.000000;2;3;0;2008;3;501641.000000
52.000000;3;3;1;1937;12;414000.000000
29.000000;3;3;1;2003;17;180000.000000
59.000000;3;0;0;2008;3;400000.000000
35.000000;2;2;0;1970;0;229900.000000
26.000000;3;3;1;2003;17;194000.000000
55.650000;3;2;0;2004;2;410000.000000
56.860000;2;4;0;1950;5;390000.000000
55.000000;2;3;0;2001;10;415000.000000
54.000000;2;3;0;1962;17;284000.000000
65.140000;3;5;0;1990;6;448800.000000
55.240000;2;0;0;2016;3;275648.000000
36.500000;2;2;0;2016;14;239000.000000
34.000000;2;3;0;2008;3;209000.000000
49.000000;2;3;0;2003;8;115000.000000
63.000000;2;3;0;1960;7;296100.000000
58.000000;2;4;0;2001;10;449000.000000
55.000000;3;0;0;1998;14;270000.000000
123.000000;4;3;1;2001;10;729358.000000
18.000000;3;3;0;1937;12;220000.000000
61.100000;3;3;0;2014;14;344380.000000
42.000000;2;9;0;1980;11;250000.000000
52.080000;3;0;0;2016;4;341124.000000
38.150000;1;3;0;1960;7;183000.000000
21.000000;1;4;0;1950;7;159000.000000
66.000000;2;3;1;2015;8;665833.000000
84.600000;4;3;0;2000;8;480000.000000
35.000000;1;2;0;1960;7;157000.000000
46.000000;2;3;1;2004;2;299585.000000
36.000000;2;4;0;1981;9;162000.000000
34.000000;1;3;0;2001;3;190000.000000
25.000000;2;4;1;2007;14;210000.000000
45.000000;2;3;0;1960;7;235000.000000
30.780000;1;0;0;1997;1;235000.000000
41.230000;2;0;0;2008;3;309000.000000
49.000000;2;3;0;1960;7;260000.000000
52.000000;2;2;0;1997;1;450000.000000
65.000000;3;3;0;2008;3;381730.000000
45.000000;3;3;0;2015;16;400000.000000
32.000000;1;4;0;1980;14;159000.000000
172.000000;5;4;0;2015;1;1980000.000000
58.000000;3;5;0;1981;11;323000.000000
89.700000;4;3;0;1895;12;999000.000000
52.000000;3;3;0;1980;11;340000.000000
46.790000;3;7;0;2007;14;266995.000000
52.000000;2;0;0;1960;5;310000.000000
98.480000;5;3;0;2015;4;765000.000000
101.000000;4;3;0;2003;17;499000.000000
36.530000;2;4;0;2016;5;354341.000000
48.000000;2;3;0;1964;7;220000.000000
85.000000;3;0;0;1998;1;688000.000000
82.590000;3;1;0;2016;3;387347.000000
50.500000;2;7;0;2009;14;329000.000000
51.310000;2;4;0;2015;4;333515.000000
51.700000;2;1;0;2002;3;385000.000000
27.310000;1;6;0;2017;2;152936.000000
58.870000;2;4;0;2015;4;379000.000000
43.600000;2;1;0;1980;0;225000.000000
58.000000;3;2;0;2010;5;435000.000000
57.000000;3;3;1;1960;7;311000.000000
71.000000;4;4;0;2015;8;485000.000000
63.200000;3;2;0;2001;6;424000.000000
63.000000;3;1;0;1981;9;264600.000000
43.600000;2;1;0;1970;0;225000.000000
37.090000;2;3;0;2015;8;5000.000000
81.000000;4;3;0;2008;3;464870.000000
84.000000;4;4;0;2004;2;415000.000000
52.960000;2;0;0;1960;10;338000.000000
35.200000;2;1;0;1980;1;275000.000000
37.980000;2;2;0;2015;6;170910.000000
47.450000;3;3;0;1975;6;259000.000000
172.740000;7;1;0;2016;1;1592317.000000
57.000000;2;6;0;1980;11;358000.000000
51.000000;2;4;0;2007;14;240000.000000
27.000000;1;3;0;2015;4;325000.000000
61.000000;2;3;1;2001;10;369000.000000
39.000000;2;2;0;2015;6;195000.000000
47.500000;2;1;0;1970;0;282000.000000
47.000000;3;3;0;1971;6;235000.000000
51.000000;2;0;0;2008;13;149000.000000
122.000000;3;3;1;1980;11;1100000.000000
64.000000;3;3;1;2010;5;417105.000000
41.000000;2;1;0;1950;5;310000.000000
46.300000;2;11;0;1980;11;315000.000000
73.400000;3;4;0;2015;4;513800.000000
65.000000;2;2;0;2010;5;559000.000000
36.000000;2;4;0;1990;6;235000.000000
41.000000;2;1;0;1950;5;310000.000000
41.000000;2;4;0;1937;12;359000.000000
80.450000;2;3;0;1894;12;884950.000000
57.340000;2;1;0;2001;14;315000.000000
57.580000;3;5;0;2015;4;437608.000000
70.000000;4;3;0;1980;10;400000.000000
52.660000;2;0;0;1960;7;275000.000000
103.000000;3;3;0;2000;5;549000.000000
35.000000;1;2;0;1981;9;192000.000000
79.370000;4;3;0;2016;8;468283.000000
116.000000;4;6;0;2004;2;800000.000000
55.370000;2;3;0;2002;10;289000.000000
44.000000;2;0;0;1960;7;229000.000000
38.000000;2;1;0;1969;0;220000.000000
42.000000;2;3;0;1980;11;335000.000000
59.000000;3;3;0;1980;11;349000.000000
75.000000;3;3;1;2015;8;510000.000000
40.880000;2;5;0;2011;12;511000.000000
56.000000;2;3;0;2008;3;399000.000000
43.000000;2;3;0;1955;7;220000.000000
85.000000;3;3;0;2008;3;570000.000000
40.000000;2;0;0;2012;10;379000.000000
55.000000;2;6;0;1990;6;259000.000000
57.000000;2;4;0;2007;14;315000.000000
38.700000;2;2;0;2011;11;325000.000000
22.270000;1;1;0;2001;10;185000.000000
66.550000;4;1;0;2015;5;479160.000000
66.000000;4;2;0;2003;17;498000.000000
56.280000;2;0;0;1980;11;365820.000000
64.000000;3;1;0;2015;5;627000.000000
60.000000;3;3;0;2001;10;365000.000000
52.500000;3;1;0;1997;1;519000.000000
48.000000;2;4;0;2006;3;399000.000000
75.160000;4;6;0;2015;4;563700.000000
61.790000;3;9;0;2007;14;324150.000000
30.000000;2;3;1;1980;11;249000.000000
38.600000;2;3;0;1980;11;335000.000000
32.000000;2;3;1;2010;5;181048.000000
54.800000;2;8;0;2003;10;410000.000000
71.400000;3;1;0;2009;3;469000.000000
32.400000;2;0;0;2015;3;242925.000000
56.000000;3;4;0;1975;6;265000.000000
52.000000;2;0;0;2010;5;320000.000000
94.800000;4;2;0;2000;10;499999.000000
65.280000;3;0;0;2001;10;433068.000000
35.000000;2;7;0;1990;6;220000.000000
53.000000;2;4;0;1963;8;369000.000000
75.000000;4;4;0;1990;6;330000.000000
58.200000;3;11;0;1980;11;319000.000000
46.000000;3;3;0;2001;10;345000.000000
52.000000;3;3;1;2015;8;425000.000000
26.000000;2;3;0;1980;11;189000.000000
77.000000;2;3;1;1980;11;342000.000000
54.000000;2;5;0;1960;7;259000.000000
56.800000;2;2;0;2008;3;330000.000000
43.500000;2;1;0;1967;5;326000.000000
60.000000;3;4;0;1980;9;289000.000000
39.000000;2;3;0;1980;11;329000.000000
66.580000;3;1;0;2016;4;426880.000000
60.470000;3;1;0;2015;4;399102.000000
32.000000;2;4;1;1990;6;245000.000000
50.000000;2;3;0;2015;4;309000.000000
40.000000;2;3;0;1990;6;275000.000000
80.000000;3;5;0;2008;3;450000.000000
100.000000;3;4;0;1970;0;530000.000000
51.000000;2;2;1;1997;1;328000.000000
38.000000;2;3;0;2008;3;259000.000000
66.000000;3;3;0;1960;7;309000.000000
41.000000;2;0;0;1981;9;204959.000000
37.680000;2;5;0;2016;8;218544.000000
48.000000;3;4;0;1990;6;269000.000000
37.260000;2;2;0;1997;1;279450.000000
38.400000;2;3;0;1980;11;280000.000000
57.000000;2;3;1;1980;11;456000.000000
28.700000;1;1;0;2015;4;220990.000000
47.400000;2;1;0;1981;9;280000.000000
52.000000;3;3;1;1937;12;420000.000000
30.140000;1;1;0;2017;12;262218.000000
68.800000;2;5;0;2010;5;529760.000000
79.000000;3;3;0;2008;3;415838.000000
65.000000;4;3;0;1985;11;350000.000000
76.000000;3;3;0;2008;3;481933.000000
48.000000;3;3;0;1970;3;300000.000000
45.910000;2;0;0;1980;11;240889.000000
37.000000;2;1;0;1960;7;170000.000000
55.000000;3;3;0;1970;0;285000.000000
56.280000;2;0;0;2008;3;470000.000000
67.400000;3;2;0;1997;1;419000.000000
66.000000;3;3;0;2008;3;422206.000000
44.080000;2;4;0;2016;14;246400.000000
85.000000;4;3;1;2001;10;399000.000000
31.000000;1;0;0;2015;16;269000.000000
65.000000;2;0;0;2015;4;625000.000000
42.550000;2;5;0;2016;14;238280.000000
48.000000;2;1;0;1897;12;376000.000000
51.000000;2;4;0;1937;12;479000.000000
53.060000;2;3;0;2008;3;430000.000000
32.420000;1;3;0;2016;10;217214.000000
33.000000;2;0;0;1970;0;130000.000000
53.000000;3;3;1;1980;11;399000.000000
56.000000;3;3;1;1960;7;285000.000000
56.000000;3;1;0;1980;10;368500.000000
90.000000;4;3;0;2015;4;579000.000000
145.000000;5;3;1;1937;12;1100000.000000
26.000000;1;0;0;1970;0;138000.000000
34.000000;2;0;0;2003;17;82000.000000
37.500000;2;1;0;1937;12;225000.000000
46.000000;2;3;0;2015;4;289000.000000
38.000000;2;4;0;2001;10;239000.000000
61.870000;2;0;0;2017;8;570194.000000
33.020000;2;1;0;1997;1;247650.000000
58.100000;3;3;0;2001;12;299000.000000
52.200000;2;3;0;1980;2;320000.000000
140.000000;4;3;0;2001;10;800000.000000
48.000000;2;2;1;1997;1;415000.000000
28.660000;1;0;0;2015;2;173280.000000
61.000000;3;3;1;2015;8;319893.000000
38.000000;2;4;0;2007;14;225000.000000
65.000000;3;4;1;1990;6;300000.000000
33.000000;2;3;0;2008;3;219157.000000
62.000000;3;1;0;1980;11;350000.000000
52.770000;2;2;0;2008;3;290235.000000
62.000000;2;3;0;2010;5;482000.000000
30.000000;2;4;0;2015;16;270000.000000
81.000000;3;2;0;2015;5;799000.000000
40.000000;2;4;1;1981;9;209248.000000
40.000000;2;7;0;1990;6;225000.000000
49.000000;2;3;1;2008;3;339030.000000
49.600000;2;1;0;2001;10;370000.000000
50.000000;3;3;0;1974;6;269000.000000
48.000000;2;3;0;1960;7;236000.000000
32.730000;2;9;0;2008;3;254312.000000
52.000000;2;3;0;1950;15;249000.000000
109.000000;4;1;0;2003;17;510000.000000
78.000000;3;6;0;2004;3;519000.000000
46.680000;3;8;0;2007;14;269071.000000
58.100000;3;5;0;2015;4;329000.000000
