area;nr_of_rooms;tier;parking;year_of_construction;district_id;price
27.700000;1;0;0;1968;10;185000.000000
45.430000;2;1;0;1980;11;338000.000000
50.160000;2;1;0;2017;12;441408.000000
45.730000;2;0;0;1957;1;342000.000000
98.000000;4;3;0;1937;12;560000.000000
55.370000;3;1;0;2015;2;330192.000000
34.410000;2;6;0;2016;8;192696.000000
52.000000;2;3;0;2007;14;142000.000000
53.000000;2;0;0;1980;11;299000.000000
52.500000;2;10;0;2008;3;386000.000000
26.000000;2;3;0;2001;10;165000.000000
37.000000;2;4;0;2001;10;245000.000000
117.000000;3;2;1;1970;0;1515291.000000
35.500000;1;3;0;2004;14;195000.000000
54.000000;2;3;0;1980;11;370000.000000
69.000000;3;4;0;2010;3;625000.000000
33.000000;2;3;1;2015;8;379000.000000
51.000000;2;4;0;2007;14;249000.000000
69.000000;3;3;1;2002;15;399000.000000
55.700000;3;4;0;1978;14;245000.000000
55.000000;3;4;0;2007;14;325000.000000
64.000000;3;5;0;1991;8;291000.000000
37.000000;2;1;0;1937;12;206000.000000
48.000000;2;3;0;2008;13;307000.000000
100.000000;4;2;0;1920;12;770000.000000
53.000000;2;4;0;2010;5;395000.000000
59.000000;3;4;1;1981;9;310000.000000
52.000000;2;3;1;2015;4;375000.000000
134.080000;4;0;0;2007;14;651629.000000
46.830000;2;2;0;2008;13;250400.000000
77.000000;4;3;0;1999;4;499000.000000
57.000000;2;0;0;2007;14;350000.000000
63.410000;1;1;0;1981;9;348755.000000
53.000000;3;3;0;1970;9;249000.000000
51.000000;3;4;0;1911;12;399000.000000
99.000000;3;1;0;2010;12;799000.000000
56.000000;2;3;1;2015;4;360000.000000
85.500000;4;2;0;1996;1;650000.000000
58.000000;3;3;0;1986;2;320000.000000
77.000000;3;5;0;2010;5;680000.000000
50.010000;3;1;0;2008;13;349000.000000
46.000000;3;0;0;2015;3;286000.000000
46.000000;2;2;0;1997;1;345000.000000
64.640000;3;1;0;2017;12;568832.000000
49.000000;3;1;0;2007;14;276000.000000
73.000000;3;1;0;2008;13;453000.000000
87.700000;4;3;0;2015;16;580000.000000
34.000000;1;3;0;2008;3;180000.000000
65.000000;3;3;1;1980;11;439000.000000
65.000000;3;2;0;1960;7;305000.000000
69.000000;3;3;0;1997;5;485000.000000
60.570000;2;3;0;1895;12;599000.000000
44.000000;2;6;0;1960;7;242000.000000
30.000000;2;3;1;2015;8;282075.000000
46.000000;2;2;0;1997;1;345000.000000
55.000000;2;3;1;2015;4;425000.000000
37.920000;2;1;0;2010;8;334000.000000
38.000000;2;0;0;1978;6;240000.000000
159.450000;4;0;0;2007;14;637641.000000
39.000000;2;2;1;1997;1;365000.000000
30.000000;1;4;0;2007;14;189000.000000
58.000000;2;3;0;2008;3;360000.000000
55.000000;3;1;0;1980;11;440000.000000
51.000000;3;3;1;1937;12;399000.000000
38.000000;3;3;0;1960;7;210000.000000
49.000000;3;3;0;2015;4;339000.000000
66.000000;3;3;0;1980;11;459000.000000
62.360000;3;3;0;2015;3;346098.000000
54.000000;2;4;0;1980;11;292000.000000
51.000000;3;3;1;2015;4;347895.000000
53.000000;2;3;0;2004;2;349000.000000
68.000000;2;1;0;2010;5;480000.000000
51.300000;2;1;0;1997;1;330000.000000
41.000000;2;3;1;2001;10;279034.000000
54.350000;2;0;0;2003;3;400000.000000
87.000000;3;3;1;2015;8;855000.000000
27.090000;1;1;0;2015;7;220000.000000
28.000000;2;3;0;2008;3;190000.000000
53.000000;2;3;0;1960;7;274000.000000
115.000000;3;2;0;1937;12;839000.000000
56.000000;3;1;0;2017;5;349000.000000
22.000000;1;5;0;1982;9;135000.000000
48.000000;2;0;0;2001;10;359000.000000
36.000000;1;0;0;1964;7;154000.000000
62.000000;3;0;0;1981;9;255000.000000
51.000000;2;3;0;2015;8;325750.000000
63.660000;2;2;0;1940;12;460000.000000
45.000000;2;4;0;1990;6;274000.000000
32.000000;1;3;0;2002;3;209000.000000
130.000000;5;2;0;1997;1;920000.000000
50.000000;2;3;0;1960;11;329000.000000
36.700000;2;7;0;1970;11;225000.000000
48.500000;2;3;0;1959;7;236000.000000
51.200000;2;1;0;2015;8;285000.000000
45.000000;3;3;0;2001;10;320000.000000
35.960000;2;2;0;2016;4;248124.000000
34.000000;2;3;0;2007;14;201000.000000
65.000000;2;4;0;2015;16;469000.000000
78.000000;3;0;0;2010;5;900000.000000
32.300000;1;6;0;1970;9;163000.000000
70.000000;3;5;0;2011;12;840000.000000
69.000000;4;2;0;2010;3;430000.000000
28.000000;1;1;0;1935;3;190000.000000
48.000000;2;2;0;1988;14;295000.000000
50.230000;2;2;0;2008;3;320000.000000
46.000000;2;8;0;2001;10;278000.000000
44.440000;2;2;0;1960;7;225000.000000
37.460000;1;3;0;2004;2;310000.000000
62.000000;2;4;0;1981;9;238758.000000
61.000000;3;4;0;2007;14;340000.000000
44.520000;1;0;0;2002;15;243000.000000
37.000000;2;1;0;1997;1;278000.000000
35.000000;1;3;0;1981;9;190000.000000
48.000000;3;2;0;1970;0;267000.000000
130.000000;4;1;0;2004;13;888000.000000
35.500000;1;3;0;2005;14;220000.000000
48.000000;3;3;0;2001;10;280000.000000
81.000000;3;2;0;2015;5;799000.000000
25.440000;1;2;0;2007;14;199000.000000
55.000000;2;2;0;1930;11;275000.000000
122.000000;4;3;0;1937;12;730000.000000
34.000000;1;1;0;1981;9;195000.000000
42.000000;2;3;0;1980;11;270000.000000
52.000000;2;6;0;1997;1;435000.000000
46.970000;2;2;0;2015;4;314699.000000
78.520000;3;3;0;1890;12;579990.000000
50.000000;2;4;0;1980;11;260000.000000
50.000000;2;3;0;2001;10;270000.000000
51.000000;2;3;0;2008;3;375000.000000
100.000000;4;2;0;1990;6;795000.000000
45.430000;2;1;0;1980;11;350000.000000
37.500000;2;2;0;2015;3;235000.000000
62.600000;3;1;0;2016;4;463240.000000
36.000000;2;0;0;1937;12;258000.000000
35.000000;2;3;0;2002;15;189000.000000
52.400000;3;4;0;1980;11;280000.000000
45.000000;2;3;0;2008;3;283780.000000
20.000000;1;9;0;1997;1;165000.000000
70.490000;3;0;0;2007;14;351745.000000
69.000000;3;2;0;1997;1;497000.000000
51.000000;2;3;0;2015;4;355000.000000
63.900000;3;4;0;2015;4;469900.000000
30.000000;2;3;0;1980;11;199000.000000
49.830000;1;2;0;2003;1;229000.000000
55.000000;2;3;0;2004;2;349000.000000
58.400000;3;7;0;1995;7;315000.000000
42.500000;2;0;0;1960;7;209000.000000
55.000000;2;3;0;2010;5;539000.000000
44.400000;2;6;0;1977;9;237000.000000
88.700000;3;4;0;1980;11;562000.000000
35.500000;1;0;0;1960;7;159000.000000
62.620000;2;2;0;1997;1;790000.000000
38.540000;2;5;0;2004;2;200000.000000
62.000000;3;3;0;2015;8;422487.000000
36.080000;2;4;0;1970;0;170000.000000
56.500000;2;0;0;2001;10;135000.000000
34.030000;1;1;0;2016;9;180359.000000
